@RELATION morphed25-5-2
@ATTRIBUTE INST-Cost_Matrix_AVG NUMERIC
@ATTRIBUTE INST-Cost_Matrix_RSD NUMERIC
@ATTRIBUTE INST-Cost_Matrix_SKEW NUMERIC
@ATTRIBUTE NORM-Euclid_Distance_AB NUMERIC
@ATTRIBUTE NORM-Euclid_Distance_AB_to_AVG NUMERIC
@ATTRIBUTE INST-Radius NUMERIC
@ATTRIBUTE NORM-Distance_A_Centroid NUMERIC
@ATTRIBUTE NORM-Distance_B_Centroid NUMERIC
@ATTRIBUTE NORM-Distance_A_Centroid_to_AVG NUMERIC
@ATTRIBUTE NORM-Distance_B_Centroid_to_AVG NUMERIC
@ATTRIBUTE FEAT-Level_PointA NUMERIC
@ATTRIBUTE FEAT-Level_PointB NUMERIC
@ATTRIBUTE INST-Cluster_Distance_AVG NUMERIC
@ATTRIBUTE INST-Cluster_Distance_RSD NUMERIC
@ATTRIBUTE INST-Cluster_Distance_SKEW NUMERIC
@ATTRIBUTE INST-SD_NNDistance NUMERIC
@ATTRIBUTE INST-RSD_NNDistance NUMERIC
@ATTRIBUTE NORM-Dist_NN_PointA NUMERIC
@ATTRIBUTE NORM-Dist_NN_PointA_to_AVG NUMERIC
@ATTRIBUTE NORM-Dist_NN_PointB NUMERIC
@ATTRIBUTE NORM-Dist_NN_PointB_to_AVG NUMERIC
@ATTRIBUTE FEAT-Neighbourhood NUMERIC
@ATTRIBUTE INST-MST_Length NUMERIC
@ATTRIBUTE INST-MST_Length_AVG NUMERIC
@ATTRIBUTE INST-MST_Length_RSD NUMERIC
@ATTRIBUTE INST-MST_Length_SKEW NUMERIC
@ATTRIBUTE FEAT-Shortest_Path_AB_Weight NUMERIC
@ATTRIBUTE FEAT-Shortest_Path_AB_Weight_to_AVG NUMERIC
@ATTRIBUTE INST-MST_Degree_AVG NUMERIC
@ATTRIBUTE INST-MST_Degree_RSD NUMERIC
@ATTRIBUTE INST-MST_Degree_SKEW NUMERIC
@ATTRIBUTE FEAT-MST_Degree_A NUMERIC
@ATTRIBUTE FEAT-MST_Degree_B NUMERIC
@ATTRIBUTE FEAT-A_B_Near_In_MST NUMERIC
@ATTRIBUTE FEAT-AB_Crosses NUMERIC
@ATTRIBUTE FEAT-AB_Crosses_PCT NUMERIC
@ATTRIBUTE FEAT-FromA_Intersection NUMERIC
@ATTRIBUTE FEAT-FromA_Intersection_PCT NUMERIC
@ATTRIBUTE FEAT-FromB_Intersection NUMERIC
@ATTRIBUTE FEAT-FromB_Intersection_PCT NUMERIC
@ATTRIBUTE INST-D1Fraction NUMERIC
@ATTRIBUTE INST-D2Fraction NUMERIC
@ATTRIBUTE INST-D3Fraction NUMERIC
@ATTRIBUTE INST-D4Fraction NUMERIC
@ATTRIBUTE GOOD {0, 1}
@DATA
60.228353208,0.450125286,39.845621204,50.31102257470433,0.8353378416466752,64.254920,38.47989327942687,50.00744890896209,0.6388999736807625,0.8302974636590215,3,2,0.415315339,0.203078735,-0.644151855,0.128491,0.171674,23.044835043302832,0.3826243590575516,19.042078187803067,0.3161646828038086,4,0.242180203,0.252271044,0.397978290,1.830788272,54,0.035863507550013704,1.920000000,0.326758065,16.488714687,2,3,0,59,9.833333333333334,1318,219.66666666666666,1480,246.66666666666666,0.425600,0.478400,0.480000,0.481600,?
60.228353208,0.450125286,39.845621204,28.878218480002268,0.4794787993002345,64.254920,38.47989327942687,50.580220175257196,0.6388999736807625,0.8398074574706906,3,4,0.415315339,0.203078735,-0.644151855,0.128491,0.171674,23.044835043302832,0.3826243590575516,11.866278774013974,0.19702147148260069,2,0.242180203,0.252271044,0.397978290,1.830788272,30,0.019924170861118723,1.920000000,0.326758065,16.488714687,2,2,0,37,6.166666666666667,1318,219.66666666666666,1241,206.83333333333334,0.425600,0.478400,0.480000,0.481600,?
60.228353208,0.450125286,39.845621204,44.24322048975815,0.7345912370700751,64.254920,38.47989327942687,71.5934219762302,0.6388999736807625,1.1886996433221522,3,1,0.415315339,0.203078735,-0.644151855,0.128491,0.171674,23.044835043302832,0.3826243590575516,8.186429806394049,0.13592318850429175,4,0.242180203,0.252271044,0.397978290,1.830788272,53,0.03519936852130975,1.920000000,0.326758065,16.488714687,2,2,0,41,6.833333333333333,1318,219.66666666666666,1464,244.0,0.425600,0.478400,0.480000,0.481600,?
60.228353208,0.450125286,39.845621204,74.78626861079657,1.2417119948891924,64.254920,38.47989327942687,82.36820253256508,0.6388999736807625,1.3675984506517154,3,2,0.415315339,0.203078735,-0.644151855,0.128491,0.171674,23.044835043302832,0.3826243590575516,7.222017122723579,0.11991058592922468,11,0.242180203,0.252271044,0.397978290,1.830788272,88,0.058444234525948255,1.920000000,0.326758065,16.488714687,2,2,0,80,13.333333333333334,1318,219.66666666666666,1359,226.5,0.425600,0.478400,0.480000,0.481600,?
60.228353208,0.450125286,39.845621204,77.952355340495,1.2942800390255524,64.254920,38.47989327942687,82.14647656750809,0.6388999736807625,1.3639170289749305,3,1,0.415315339,0.203078735,-0.644151855,0.128491,0.171674,23.044835043302832,0.3826243590575516,7.222017122723579,0.11991058592922468,11,0.242180203,0.252271044,0.397978290,1.830788272,94,0.062429068698172004,1.920000000,0.326758065,16.488714687,2,1,0,73,12.166666666666666,1318,219.66666666666666,1339,223.16666666666666,0.425600,0.478400,0.480000,0.481600,?
60.228353208,0.450125286,39.845621204,36.06162210193239,0.5987482669066636,64.254920,38.47989327942687,6.1155191298952465,0.6388999736807625,0.1015388733737275,3,1,0.415315339,0.203078735,-0.644151855,0.128491,0.171674,23.044835043302832,0.3826243590575516,13.421700321212594,0.22284687537214315,0,0.242180203,0.252271044,0.397978290,1.830788272,103,0.06840631995650762,1.920000000,0.326758065,16.488714687,2,1,0,26,4.333333333333333,1318,219.66666666666666,1504,250.66666666666666,0.425600,0.478400,0.480000,0.481600,?
60.228353208,0.450125286,39.845621204,69.48087711608905,1.1536240560344602,64.254920,38.47989327942687,104.40699283176257,0.6388999736807625,1.7335189702296958,3,2,0.415315339,0.203078735,-0.644151855,0.128491,0.171674,23.044835043302832,0.3826243590575516,10.544273118649164,0.1750715826852226,8,0.242180203,0.252271044,0.397978290,1.830788272,89,0.05910837355465221,1.920000000,0.326758065,16.488714687,2,2,0,95,15.833333333333334,1318,219.66666666666666,1374,229.0,0.425600,0.478400,0.480000,0.481600,?
60.228353208,0.450125286,39.845621204,52.861797238127565,0.8776895668318895,64.254920,38.47989327942687,90.76965713743805,0.6388999736807625,1.5070917981762335,3,2,0.415315339,0.203078735,-0.644151855,0.128491,0.171674,23.044835043302832,0.3826243590575516,11.380167438986048,0.18895033373541492,4,0.242180203,0.252271044,0.397978290,1.830788272,66,0.043833175894461195,1.920000000,0.326758065,16.488714687,2,3,0,69,11.5,1318,219.66666666666666,1373,228.83333333333334,0.425600,0.478400,0.480000,0.481600,?
60.228353208,0.450125286,39.845621204,23.044835043302832,0.3826243590575516,64.254920,38.47989327942687,53.688570274316916,0.6388999736807625,0.8914168728622249,3,4,0.415315339,0.203078735,-0.644151855,0.128491,0.171674,23.044835043302832,0.3826243590575516,11.866278774013974,0.19702147148260069,0,0.242180203,0.252271044,0.397978290,1.830788272,20,0.01328278057407915,1.920000000,0.326758065,16.488714687,2,3,1,35,5.833333333333333,1318,219.66666666666666,1202,200.33333333333334,0.425600,0.478400,0.480000,0.481600,?
60.228353208,0.450125286,39.845621204,29.400531488889857,0.48815101066028566,64.254920,38.47989327942687,64.36690034814957,0.6388999736807625,1.068714266947612,3,4,0.415315339,0.203078735,-0.644151855,0.128491,0.171674,23.044835043302832,0.3826243590575516,12.253531378648711,0.20345121070023048,3,0.242180203,0.252271044,0.397978290,1.830788272,30,0.019924170861118723,1.920000000,0.326758065,16.488714687,2,2,0,48,8.0,1318,219.66666666666666,1257,209.5,0.425600,0.478400,0.480000,0.481600,?
