@RELATION portgen22-17
@ATTRIBUTE INST-Cost_Matrix_AVG NUMERIC
@ATTRIBUTE INST-Cost_Matrix_RSD NUMERIC
@ATTRIBUTE INST-Cost_Matrix_SKEW NUMERIC
@ATTRIBUTE NORM-Euclid_Distance_AB NUMERIC
@ATTRIBUTE NORM-Euclid_Distance_AB_to_AVG NUMERIC
@ATTRIBUTE INST-Radius NUMERIC
@ATTRIBUTE NORM-Distance_A_Centroid NUMERIC
@ATTRIBUTE NORM-Distance_B_Centroid NUMERIC
@ATTRIBUTE NORM-Distance_A_Centroid_to_AVG NUMERIC
@ATTRIBUTE NORM-Distance_B_Centroid_to_AVG NUMERIC
@ATTRIBUTE FEAT-Level_PointA NUMERIC
@ATTRIBUTE FEAT-Level_PointB NUMERIC
@ATTRIBUTE INST-Cluster_Distance_AVG NUMERIC
@ATTRIBUTE INST-Cluster_Distance_RSD NUMERIC
@ATTRIBUTE INST-Cluster_Distance_SKEW NUMERIC
@ATTRIBUTE INST-SD_NNDistance NUMERIC
@ATTRIBUTE INST-RSD_NNDistance NUMERIC
@ATTRIBUTE NORM-Dist_NN_PointA NUMERIC
@ATTRIBUTE NORM-Dist_NN_PointA_to_AVG NUMERIC
@ATTRIBUTE NORM-Dist_NN_PointB NUMERIC
@ATTRIBUTE NORM-Dist_NN_PointB_to_AVG NUMERIC
@ATTRIBUTE FEAT-Neighbourhood NUMERIC
@ATTRIBUTE INST-MST_Length NUMERIC
@ATTRIBUTE INST-MST_Length_AVG NUMERIC
@ATTRIBUTE INST-MST_Length_RSD NUMERIC
@ATTRIBUTE INST-MST_Length_SKEW NUMERIC
@ATTRIBUTE FEAT-Shortest_Path_AB_Weight NUMERIC
@ATTRIBUTE FEAT-Shortest_Path_AB_Weight_to_AVG NUMERIC
@ATTRIBUTE INST-MST_Degree_AVG NUMERIC
@ATTRIBUTE INST-MST_Degree_RSD NUMERIC
@ATTRIBUTE INST-MST_Degree_SKEW NUMERIC
@ATTRIBUTE FEAT-MST_Degree_A NUMERIC
@ATTRIBUTE FEAT-MST_Degree_B NUMERIC
@ATTRIBUTE FEAT-A_B_Near_In_MST NUMERIC
@ATTRIBUTE FEAT-AB_Crosses NUMERIC
@ATTRIBUTE FEAT-AB_Crosses_PCT NUMERIC
@ATTRIBUTE FEAT-FromA_Intersection NUMERIC
@ATTRIBUTE FEAT-FromA_Intersection_PCT NUMERIC
@ATTRIBUTE FEAT-FromB_Intersection NUMERIC
@ATTRIBUTE FEAT-FromB_Intersection_PCT NUMERIC
@ATTRIBUTE INST-D1Fraction NUMERIC
@ATTRIBUTE INST-D2Fraction NUMERIC
@ATTRIBUTE INST-D3Fraction NUMERIC
@ATTRIBUTE INST-D4Fraction NUMERIC
@ATTRIBUTE GOOD {0, 1}
@DATA
53.329658263,0.468902597,3.451086657,37.43226758206423,0.7019033836193669,65.862093,47.64545382284419,81.28846385507708,0.8934138221527007,1.5242637305905042,3,3,0.454168256,0.272842800,-23.808804516,0.134005,0.192968,14.923064223381324,0.2798267363684742,10.437498333461782,0.1957165801061076,4,0.294347817,0.308364380,0.482688457,1.204016860,529199,451.0529559625729,1.909090909,0.383917036,6.987290049,2,1,0,50,10.822510822510823,898,194.37229437229436,855,185.06493506493507,0.433884,0.477273,0.479339,0.479339,?
53.329658263,0.468902597,3.451086657,55.89856611621408,1.0481703415488859,65.862093,47.64545382284419,10.501143204865022,0.8934138221527007,0.19691000368083536,3,1,0.454168256,0.272842800,-23.808804516,0.134005,0.192968,14.923064223381324,0.2798267363684742,8.755729408865612,0.1641812397462955,3,0.294347817,0.308364380,0.482688457,1.204016860,753145,641.9291769607123,1.909090909,0.383917036,6.987290049,2,1,0,22,4.761904761904762,898,194.37229437229436,903,195.45454545454547,0.433884,0.477273,0.479339,0.479339,?
53.329658263,0.468902597,3.451086657,41.408856199934576,0.7764695583782495,65.862093,47.64545382284419,11.04670565855139,0.8934138221527007,0.20714000461194726,3,1,0.454168256,0.272842800,-23.808804516,0.134005,0.192968,14.923064223381324,0.2798267363684742,17.98858085374463,0.337309134160064,0,0.294347817,0.308364380,0.482688457,1.204016860,839159,715.2416151062205,1.909090909,0.383917036,6.987290049,2,1,0,12,2.5974025974025974,898,194.37229437229436,1005,217.53246753246754,0.433884,0.477273,0.479339,0.479339,?
53.329658263,0.468902597,3.451086657,30.57795658325699,0.5733761958957069,65.862093,47.64545382284419,78.2169223082404,0.8934138221527007,1.4666683578302082,3,3,0.454168256,0.272842800,-23.808804516,0.134005,0.192968,14.923064223381324,0.2798267363684742,10.135113270367706,0.19004646945955447,3,0.294347817,0.308364380,0.482688457,1.204016860,346411,295.25699316882844,1.909090909,0.383917036,6.987290049,2,3,0,37,8.008658008658008,898,194.37229437229436,940,203.46320346320346,0.433884,0.477273,0.479339,0.479339,?
53.329658263,0.468902597,3.451086657,61.76605389241952,1.1581933187686049,65.862093,47.64545382284419,103.75988947912118,0.8934138221527007,1.9456319965040836,3,1,0.454168256,0.272842800,-23.808804516,0.134005,0.192968,14.923064223381324,0.2798267363684742,6.110407848250463,0.11457804244903348,11,0.294347817,0.308364380,0.482688457,1.204016860,713797,608.3916386977614,1.909090909,0.383917036,6.987290049,2,2,0,80,17.316017316017316,898,194.37229437229436,963,208.44155844155844,0.433884,0.477273,0.479339,0.479339,?
53.329658263,0.468902597,3.451086657,44.733380575477604,0.8388086860574077,65.862093,47.64545382284419,76.5469350861395,0.8934138221527007,1.4353539396153903,3,2,0.454168256,0.272842800,-23.808804516,0.134005,0.192968,14.923064223381324,0.2798267363684742,12.143620834176966,0.2277085814855518,3,0.294347817,0.308364380,0.482688457,1.204016860,467880,398.78884320599366,1.909090909,0.383917036,6.987290049,2,1,0,70,15.151515151515152,898,194.37229437229436,963,208.44155844155844,0.433884,0.477273,0.479339,0.479339,?
53.329658263,0.468902597,3.451086657,25.35627178133082,0.47546285888958983,65.862093,47.64545382284419,53.95359056608127,0.8934138221527007,1.011699536869415,3,4,0.454168256,0.272842800,-23.808804516,0.134005,0.192968,14.923064223381324,0.2798267363684742,16.101900368997686,0.3019314372799788,1,0.294347817,0.308364380,0.482688457,1.204016860,220971,188.34053490653932,1.909090909,0.383917036,6.987290049,2,3,1,25,5.411255411255412,898,194.37229437229436,843,182.46753246753246,0.433884,0.477273,0.479339,0.479339,?
53.329658263,0.468902597,3.451086657,47.47850381098767,0.8902832937132873,65.862093,47.64545382284419,65.74936974450392,0.8934138221527007,1.2328856378613005,3,1,0.454168256,0.272842800,-23.808804516,0.134005,0.192968,14.923064223381324,0.2798267363684742,38.072039960553816,0.7138999423697435,1,0.294347817,0.308364380,0.482688457,1.204016860,460951,392.88303852407876,1.909090909,0.383917036,6.987290049,2,1,0,12,2.5974025974025974,898,194.37229437229436,816,176.62337662337663,0.433884,0.477273,0.479339,0.479339,?
53.329658263,0.468902597,3.451086657,18.841656092615814,0.35330539715249054,65.862093,47.64545382284419,65.30290294286843,0.8934138221527007,1.224513808448224,3,3,0.454168256,0.272842800,-23.808804516,0.134005,0.192968,14.923064223381324,0.2798267363684742,8.238015914490363,0.15447344278607314,3,0.294347817,0.308364380,0.482688457,1.204016860,211962,180.66188078915283,1.909090909,0.383917036,6.987290049,2,2,0,20,4.329004329004329,898,194.37229437229436,953,206.2770562770563,0.433884,0.477273,0.479339,0.479339,?
53.329658263,0.468902597,3.451086657,34.18331112617343,0.6409812520754467,65.862093,47.64545382284419,81.1170454629864,0.8934138221527007,1.5210494142480795,3,2,0.454168256,0.272842800,-23.808804516,0.134005,0.192968,14.923064223381324,0.2798267363684742,10.135113270367706,0.19004646945955447,3,0.294347817,0.308364380,0.482688457,1.204016860,437659,373.03053417263396,1.909090909,0.383917036,6.987290049,2,1,0,38,8.225108225108226,898,194.37229437229436,951,205.84415584415584,0.433884,0.477273,0.479339,0.479339,?
